Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Mental_Status,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Crime_Qualifier,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-01-0000-2017-43a,Officer,CA0010000,male,white,,26_30,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-5d7,Civilian,CA0010000,male,hispanic,,36_40,TRUE,serious_injury,unconscious,treated_at_facility_released,FALSE,"neck_throat, arms_hands",FALSE,"carotid_hold, other_control_hold",TRUE,"carotid_hold, other_control_hold",FALSE,FALSE,drug_impairment,FALSE,148(A)(1) - OBSTRUCT/ETC PUB OFCR/ETC - M    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-5d7,Officer,CA0010000,male,hawaiian_islander,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-5d7,Officer,CA0010000,female,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-5d7,Officer,CA0010000,male,white,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-5de,Civilian,CA0010000,female,white,,31_35,TRUE,serious_injury,abrasion_laceration,treated_at_facility_released,FALSE,"head, arms_hands",TRUE,"k_9_contact, other_control_hold",TRUE,"other_control_hold, k_9_contact",FALSE,FALSE,none,FALSE,30305(A)(1) - PROHIB OWN/ETC AMMO/ETC - F    ,,FALSE,,,TRUE,assaultive,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-01-0000-2017-5de,Officer,CA0010000,male,white,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-5de,Officer,CA0010000,male,white,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-5de,Officer,CA0010000,female,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-01-0000-2017-610,Civilian,CA0010000,female,black,,36_40,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,rear_upper_back,FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,mental_disability,TRUE,243(B) - BATT PO/EMERG PRSNL/ETC - M    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-610,Officer,CA0010000,male,white,,26_30,TRUE,injury,bruised,no_medical_aid,FALSE,front_legs,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-610,Officer,CA0010000,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,prevent_escape,TRUE,patrol_uniform
URSUS-01-0000-2017-610,Officer,CA0010000,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,prevent_escape,TRUE,patrol_uniform
URSUS-01-0000-2017-74a,Civilian,CA0010000,male,black,,21_25,TRUE,serious_injury,unconscious,treated_on_scene,FALSE,neck_throat,TRUE,"carotid_hold, other_control_hold",TRUE,"carotid_hold, other_control_hold",FALSE,FALSE,none,TRUE,496(D) - ATT 496 PC:STOLEN PROP - F    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-74a,Officer,CA0010000,male,american_indian,,46_50,TRUE,serious_injury,bruised,no_medical_aid,FALSE,rear_upper_back,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-74a,Officer,CA0010000,male,white,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-74a,Officer,CA0010000,male,asian,chinese,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-74a,Officer,CA0010000,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-74a,Officer,CA0010000,female,white,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-831,Civilian,CA0010000,male,black,,26_30,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,front_upper_chest,FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,none,FALSE,148(A)(1) - OBSTRUCT/ETC PUB OFCR/ETC - M    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-831,Officer,CA0010000,male,white,,26_30,TRUE,injury,abrasion_laceration,treated_at_facility_released,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-01-0000-2017-831,Officer,CA0010000,male,white,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-01-0000-2017-8c7,Civilian,CA0010000,male,black,,26_30,TRUE,serious_injury,"bone_fracture, abrasion_laceration",treated_at_facility_released,FALSE,head,FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,erratic,TRUE,148.10(A) - RESIST PO:CAUSE DEATH/SBI - M    ,,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-8c7,Officer,CA0010000,male,white,,36_40,TRUE,serious_injury,"internal_injury, sprain, bruised",treated_at_facility_released,FALSE,"neck_throat, rear_lower_back, arms_hands",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-8c7,Officer,CA0010000,male,white,,26_30,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-8c7,Officer,CA0010000,male,white,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-8c7,Officer,CA0010000,male,hispanic,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-8c7,Officer,CA0010000,male,black,,41_45,TRUE,injury,internal_injury,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-912,Civilian,CA0010000,male,white,,21_25,TRUE,serious_injury,unconscious,treated_at_facility_released,FALSE,"neck_throat, arms_hands",FALSE,"carotid_hold, other_control_hold",TRUE,"carotid_hold, other_control_hold",FALSE,FALSE,alcohol_impairment,FALSE,148(A)(1) - OBSTRUCT/ETC PUB OFCR/ETC - M    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-912,Officer,CA0010000,male,white,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-912,Officer,CA0010000,male,white,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-948,Civilian,CA0010000,female,white,,26_30,FALSE,,,,FALSE,"head, arms_hands",FALSE,other_physical_contact,TRUE,other_physical_contact,FALSE,FALSE,alcohol_impairment,TRUE,69 - OBSTRUCT/RESIST EXEC OFF - F    ,,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-948,Officer,CA0010000,female,asian_indian,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-948,Officer,CA0010000,female,white,,31_35,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-948,Officer,CA0010000,female,white,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-948,Officer,CA0010000,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-9b8,Civilian,CA0010000,male,white,,26_30,TRUE,serious_injury,abrasion_laceration,treated_at_facility_released,FALSE,"head, front_legs",FALSE,"electronic_device, other_control_hold",TRUE,"other_control_hold, electronic_device",FALSE,FALSE,none,FALSE,10851(A) - VEHICLE THEFT - F    ,,TRUE,firearm,handgun,TRUE,active_resistance,in_custody_other,TRUE,firearm,,,,,
URSUS-01-0000-2017-9b8,Officer,CA0010000,male,white,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-9b8,Officer,CA0010000,male,white,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-9b8,Officer,CA0010000,male,white,,31_35,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-9b8,Officer,CA0010000,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-9b8,Officer,CA0010000,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-ac0,Civilian,CA0010000,male,white,,26_30,TRUE,serious_injury,unconscious,treated_on_scene,FALSE,neck_throat,FALSE,carotid_hold,TRUE,carotid_hold,FALSE,FALSE,none,FALSE,29800(A)(1) - FELON/ETC POSS/ETC F/ARM - F    ,,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-ac0,Officer,CA0010000,male,white,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-ac0,Officer,CA0010000,female,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-ac0,Officer,CA0010000,male,white,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-ac0,Officer,CA0010000,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-ac0,Officer,CA0010000,male,hispanic,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2017-aec,Civilian,CA0010000,male,white,,21_25,TRUE,serious_injury,cut,treated_on_scene,FALSE,head,FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,drug_impairment,FALSE,23152(E) - DUI DRUG - M    ,,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-aec,Officer,CA0010000,male,white,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-c79,Civilian,CA0010000,female,white,,46_50,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,"arms_hands, rear_legs",TRUE,"other_control_hold, blunt_impact_weapon",TRUE,"other_control_hold, blunt_impact_weapon",FALSE,FALSE,mental_disability,FALSE,69 - OBSTRUCT/RESIST EXEC OFF - F    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2017-c79,Officer,CA0010000,male,white,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2017-c79,Officer,CA0010000,male,asian,filipino,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-01-0500-2017-0d5,Civilian,CA0010500,,,,,,,,,,not_applicable,FALSE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,,,TRUE,"firearm, other_dangerous_weapon, unknown",,TRUE,life_threatening,fled,,,,,,,
URSUS-01-0500-2017-0d5,Civilian,CA0010500,female,hispanic,,10_17,TRUE,death,gunshot_wound,critial_injuries,FALSE,"front_upper_chest, rear_legs",FALSE,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,FALSE,,,FALSE,,,FALSE,,deceased,FALSE,,,,,,
URSUS-01-0500-2017-0d5,Officer,CA0010500,male,other,,31_35,TRUE,injury,bruised,treated_at_facility_released,FALSE,front_legs,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,tactical
URSUS-01-0500-2017-0d5,Officer,CA0010500,male,hispanic,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance, defense",TRUE,tactical
URSUS-01-0500-2017-0d5,Officer,CA0010500,male,white,,46_50,TRUE,injury,internal_injury,treated_at_facility_released,FALSE,rear_lower_back,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,tactical
URSUS-01-0500-2017-38e,Civilian,CA0010500,male,hispanic,,21_25,TRUE,death,gunshot_wound,no_medical_aid,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-0500-2017-38e,Officer,CA0010500,male,hispanic,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0500-2017-38e,Officer,CA0010500,male,white,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0500-2017-38e,Officer,CA0010500,male,white,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-01-0500-2017-3cf,Civilian,CA0010500,male,black,,41_45,TRUE,death,gunshot_wound,died_in_transit,FALSE,"front_upper_chest, front_legs",FALSE,"discharge_of_firearm_hit, k_9_contact",TRUE,"discharge_of_firearm_hit, k_9_contact",TRUE,TRUE,erratic,TRUE,,,TRUE,unknown,,TRUE,life_threatening,deceased,FALSE,,,,,,
URSUS-01-0500-2017-3cf,Officer,CA0010500,male,white,,36_40,TRUE,serious_injury,"concussion, bone_fracture, abrasion_laceration, bruised",treated_at_facility_released,FALSE,"head, neck_throat, arms_hands",,,TRUE,civilian_physical,FALSE,TRUE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0500-2017-890,Civilian,CA0010500,male,white,,26_30,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,"front_lower_abdomen, arms_hands",FALSE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,OUTSIDEWARR/F - OUTSIDE WARRANT/FELONY - F    ,,TRUE,unknown,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0500-2017-890,Officer,CA0010500,male,white,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0500-2017-890,Officer,CA0010500,male,other,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,tactical
URSUS-01-0500-2017-890,Officer,CA0010500,male,other,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-01-0500-2017-890,Officer,CA0010500,male,other,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,tactical
URSUS-01-0500-2017-890,Officer,CA0010500,male,asian,chinese,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,tactical
URSUS-01-0500-2017-da2,Civilian,CA0010500,male,black,,26_30,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE,417(A)(1) - EXHIBIT DEADWPN:NOT F/ARM - M    ,,TRUE,other_dangerous_weapon,,TRUE,assaultive,cited_and_released,TRUE,other_dangerous_weapon,,,,,
URSUS-01-0500-2017-da2,Officer,CA0010500,male,white,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,other_dangerous_weapon,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0600-2017-134,Civilian,CA0010600,male,hispanic,,26_30,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,245(C) - ADW NOT F/ARM:PO/FIRE:GBI - F    ,,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0600-2017-134,Officer,CA0010600,male,white,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
