Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,HI_Islander_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Signs_Impairment_Disability,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-01-0000-2018-655,Officer,CA0010000,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2018-655,Officer,CA0010000,male,hispanic,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2018-655,Officer,CA0010000,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2018-655,Officer,CA0010000,male,white,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2018-655,Officer,CA0010000,male,asian,other_asian,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2018-655,Officer,CA0010000,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2018-655,Officer,CA0010000,male,asian_indian,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2018-655,Officer,CA0010000,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0000-2018-655,Civilian,CA0010000,male,black,,,21_25,TRUE,death,bruised,critial_injuries,FALSE,"head, arms_hands, front_legs, rear_legs",TRUE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,drug_impairment,FALSE,,FALSE,,,TRUE,active_resistance,deceased,FALSE,,,,,,
URSUS-01-0000-2018-704,Officer,CA0010000,male,hispanic,,,41_45,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-01-0000-2018-704,Officer,CA0010000,male,black,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-01-0000-2018-704,Officer,CA0010000,male,asian_indian,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-01-0000-2018-704,Civilian,CA0010000,male,black,,,26_30,FALSE,,,,FALSE,"arms_hands, front_legs, rear_legs",FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,mental_disability,TRUE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2018-8b5,Officer,CA0010000,male,white,,,36_40,TRUE,injury,bruised,treated_at_facility_released,FALSE,"head, front_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-01-0000-2018-8b5,Officer,CA0010000,male,hispanic,,,21_25,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-01-0000-2018-8b5,Civilian,CA0010000,male,black,,,31_35,FALSE,,,,FALSE,"head, front_lower_abdomen, arms_hands",TRUE,"other_physical_contact, electronic_device",TRUE,"other_physical_contact, electronic_device",FALSE,FALSE,mental_disability,TRUE,,FALSE,,,TRUE,assaultive,in_custody_5150,FALSE,,,,,,
URSUS-01-0000-2018-b1c,Officer,CA0010000,male,white,,,26_30,TRUE,injury,"abrasion_laceration, bruised",no_medical_aid,FALSE,"front_upper_chest, front_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-01-0000-2018-b1c,Officer,CA0010000,male,asian,filipino,,46_50,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-01-0000-2018-b1c,Civilian,CA0010000,female,black,,,18_20,TRUE,serious_injury,"unconscious, bruised",treated_on_scene,FALSE,"neck_throat, arms_hands",TRUE,"other_control_hold, carotid_hold",TRUE,"carotid_hold, other_control_hold",FALSE,FALSE,mental_disability,TRUE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-01-0000-2018-c89,Officer,CA0010000,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-01-0000-2018-c89,Civilian,CA0010000,male,hispanic,,,18_20,TRUE,serious_injury,bone_fracture,other_circumstance,FALSE,"rear_upper_back, arms_hands",FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,none,FALSE,148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC,FALSE,,,TRUE,active_resistance,cited_and_released,FALSE,,,,,,
URSUS-01-0000-2018-ce5,Officer,CA0010000,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-01-0000-2018-ce5,Officer,CA0010000,male,white,,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0000-2018-ce5,Officer,CA0010000,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-01-0000-2018-ce5,Civilian,CA0010000,male,hispanic,,,31_35,TRUE,serious_injury,internal_injury,treated_at_facility_released,FALSE,rear_upper_back,TRUE,electronic_device,TRUE,electronic_device,FALSE,FALSE,none,FALSE,,TRUE,firearm,handgun,TRUE,active_resistance,none_of_these,TRUE,firearm,,,,,
URSUS-01-0000-2018-e53,Officer,CA0010000,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-01-0000-2018-e53,Civilian,CA0010000,male,black,,,21_25,TRUE,serious_injury,unconscious,treated_on_scene,FALSE,neck_throat,FALSE,carotid_hold,TRUE,carotid_hold,FALSE,FALSE,none,FALSE,289(A)(1) SEX PENETRATION:FORCE/ETC,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0100-2018-602,Officer,CA0010100,male,white,,,31_35,TRUE,serious_injury,"abrasion_laceration, cut",treated_at_facility_released,FALSE,"head, arms_hands",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0100-2018-602,Officer,CA0010100,male,hispanic,,,36_40,TRUE,serious_injury,"internal_injury, abrasion_laceration, sprain",treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0100-2018-602,Officer,CA0010100,male,white,,,26_30,TRUE,injury,"abrasion_laceration, bruised",no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0100-2018-602,Officer,CA0010100,female,hispanic,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0100-2018-602,Officer,CA0010100,male,asian,japanese,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0100-2018-602,Officer,CA0010100,female,hispanic,,,26_30,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0100-2018-602,Civilian,CA0010100,male,white,,,36_40,TRUE,death,"unconscious, abrasion_laceration",other_circumstance,FALSE,"head, front_upper_chest, rear_upper_back, rear_below_waist, arms_hands",FALSE,"other_control_hold, other_physical_contact, blunt_impact_weapon, electronic_device",TRUE,"other_control_hold, other_physical_contact, blunt_impact_weapon, electronic_device",FALSE,FALSE,"drug_impairment, alcohol_impairment",TRUE,,TRUE,knife_blade_stabbing,,TRUE,assaultive,deceased,TRUE,knife_blade_stabbing,,,,,
URSUS-01-0400-2018-8f5,Officer,CA0010400,male,white,,,36_40,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0400-2018-8f5,Officer,CA0010400,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0400-2018-8f5,Civilian,CA0010400,male,hispanic,,,46_50,TRUE,serious_injury,dislocation,treated_at_facility_released,FALSE,"head, front_lower_abdomen, arms_hands",TRUE,"other_control_hold, blunt_impact_weapon, other_physical_contact",TRUE,"other_control_hold, other_physical_contact, blunt_impact_weapon",FALSE,FALSE,none,TRUE,11370.1(A) POSS CNTL SUB WHILE ARMED,TRUE,knife_blade_stabbing,handgun,TRUE,assaultive,in_custody_other,TRUE,"firearm, knife_blade_stabbing",,,,,
URSUS-01-0400-2018-9f0,Officer,CA0010400,male,white,,,56_60,TRUE,injury,bruised,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0400-2018-9f0,Officer,CA0010400,male,hispanic,,,31_35,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0400-2018-9f0,Civilian,CA0010400,male,hispanic,,,31_35,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,"head, front_legs",TRUE,"other_control_hold, other_physical_contact, k_9_contact",TRUE,"other_control_hold, other_physical_contact, k_9_contact",FALSE,FALSE,erratic,FALSE,148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC,TRUE,"knife_blade_stabbing, other_dangerous_weapon",,TRUE,active_resistance,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-01-0400-2018-d8f,Officer,CA0010400,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0400-2018-d8f,Officer,CA0010400,male,white,,,66_70,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0400-2018-d8f,Civilian,CA0010400,male,black,,,26_30,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,front_legs,TRUE,"other_physical_contact, blunt_impact_weapon",TRUE,"other_physical_contact, blunt_impact_weapon",FALSE,FALSE,drug_impairment,FALSE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-01-0500-2018-894,Officer,CA0010500,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0500-2018-894,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0500-2018-894,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0500-2018-894,Officer,CA0010500,male,white,,,51_55,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0500-2018-894,Officer,CA0010500,male,"white, hawaiian_islander, other",,hawaiian,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,tactical
URSUS-01-0500-2018-894,Officer,CA0010500,male,"black, white",,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,tactical
URSUS-01-0500-2018-894,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,plainclothes
URSUS-01-0500-2018-894,Civilian,CA0010500,male,asian_indian,,,18_20,TRUE,death,gunshot_wound,died_in_transit,FALSE,"head, front_upper_chest, front_lower_abdomen, rear_below_waist, arms_hands, front_legs",FALSE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-0500-2018-a33,Officer,CA0010500,male,black,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,"civilian_vehicle, threat_of_firearm",FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,tactical
URSUS-01-0500-2018-a33,Civilian,CA0010500,male,black,,,21_25,TRUE,serious_injury,"bone_fracture, abrasion_laceration, gunshot_wound",critial_injuries,FALSE,"head, rear_lower_back, arms_hands",FALSE,"officer_vehicle_contact, discharge_of_firearm_hit",TRUE,"officer_vehicle_contact, discharge_of_firearm_hit",TRUE,TRUE,none,TRUE,3056 VIOLATION OF PAROLE:FEL,TRUE,firearm,,TRUE,life_threatening,in_custody_other,FALSE,,,,,,
URSUS-01-0500-2018-a33,Civilian,CA0010500,male,black,,,21_25,TRUE,serious_injury,"abrasion_laceration, gunshot_wound",critial_injuries,FALSE,front_legs,FALSE,"officer_vehicle_contact, discharge_of_firearm_hit, k_9_contact",TRUE,"officer_vehicle_contact, discharge_of_firearm_hit, k_9_contact",TRUE,TRUE,none,TRUE,245(C) ADW NOT F/ARM:PO/FIRE:GBI,TRUE,other_dangerous_weapon,,TRUE,life_threatening,in_custody_other,FALSE,,,,,,
URSUS-01-0500-2018-e6b,Officer,CA0010500,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0500-2018-e6b,Civilian,CA0010500,male,hispanic,,,36_40,TRUE,serious_injury,"abrasion_laceration, cut",critial_injuries,FALSE,"head, arms_hands, front_legs",FALSE,"other_physical_contact, k_9_contact",TRUE,"other_physical_contact, k_9_contact",FALSE,FALSE,none,FALSE,459 BURGLARY,TRUE,unknown,,TRUE,fleeing,in_custody_other,FALSE,,,,,,
URSUS-01-0600-2018-0b6,Officer,CA0010600,male,white,,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0600-2018-0b6,Officer,CA0010600,male,hispanic,,,31_35,FALSE,,,,FALSE,arms_hands,,,TRUE,"civilian_physical, threat_of_firearm",FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-01-0600-2018-0b6,Officer,CA0010600,male,white,,,36_40,FALSE,,,,FALSE,"head, arms_hands",,,TRUE,"civilian_physical, threat_of_firearm",FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-0600-2018-0b6,Civilian,CA0010600,male,hispanic,,,21_25,TRUE,serious_injury,"bone_fracture, abrasion_laceration",treated_at_facility_released,FALSE,"head, front_upper_chest, arms_hands, front_legs",FALSE,"other_control_hold, blunt_impact_weapon",TRUE,"other_control_hold, blunt_impact_weapon",FALSE,FALSE,none,TRUE,29800(A)(1) FELON/ETC POSS/ETC F/ARM,TRUE,firearm,handgun,TRUE,active_resistance,in_custody_other,TRUE,firearm,,,,,
URSUS-01-0600-2018-494,Officer,CA0010600,male,other,,,51_55,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0600-2018-494,Officer,CA0010600,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0600-2018-494,Civilian,CA0010600,male,hispanic,,,26_30,TRUE,death,gunshot_wound,died_in_transit,FALSE,"front_upper_chest, arms_hands, front_legs, rear_legs",TRUE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,FALSE,,TRUE,knife_blade_stabbing,,TRUE,life_threatening,deceased,TRUE,knife_blade_stabbing,,,,,
URSUS-01-0600-2018-5c8,Officer,CA0010600,female,white,,,46_50,TRUE,injury,bruised,treated_at_facility_released,FALSE,arms_hands,,,TRUE,blunt_impact_weapon,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-01-0600-2018-5c8,Civilian,CA0010600,male,hispanic,,,36_40,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,"front_lower_abdomen, rear_lower_back, front_below_waist",TRUE,"electronic_device, discharge_of_firearm_hit",TRUE,"electronic_device, discharge_of_firearm_hit",TRUE,TRUE,drug_impairment,TRUE,217.1(B) ATT MURDER PUB OFCL,TRUE,other_dangerous_weapon,,TRUE,life_threatening,in_custody_other,TRUE,other_dangerous_weapon,,,,,
URSUS-01-0900-2018-7c0,Officer,CA0010900,male,hispanic,,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,utility
URSUS-01-0900-2018-7c0,Officer,CA0010900,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,utility
URSUS-01-0900-2018-7c0,Officer,CA0010900,male,white,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,utility
URSUS-01-0900-2018-7c0,Officer,CA0010900,male,asian,japanese,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,utility
URSUS-01-0900-2018-7c0,Officer,CA0010900,male,black,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,utility
URSUS-01-0900-2018-7c0,Civilian,CA0010900,male,white,,,26_30,TRUE,death,gunshot_wound,died_in_transit,FALSE,"head, front_upper_chest, rear_upper_back, front_lower_abdomen, front_below_waist, arms_hands, front_legs",FALSE,"impact_projectile, discharge_of_firearm_hit",TRUE,"impact_projectile, discharge_of_firearm_hit",TRUE,TRUE,none,FALSE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-01-1100-2018-654,Officer,CA0011100,male,white,,,31_35,TRUE,injury,abrasion_laceration,precautionary_measure_only,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-01-1100-2018-654,Officer,CA0011100,male,asian,chinese,,36_40,TRUE,injury,abrasion_laceration,precautionary_measure_only,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
